description,category
BONUS CREDIT POS,Salary
MYNTRA #1234,Shopping
CASH WITHDRAWAL UPI,Others
OLA CAB TXN,Travel
MOBILE RECHARGE INDIA,Bills
SHELL PETROL,Fuel
STOCK PURCHASE STORE,Investment
ATM WITHDRAWAL STORE,Others
HP PETROL UPI,Fuel
MOBILE RECHARGE KOCHI,Bills
HP PETROL POS,Fuel
SHELL PETROL UPI,Fuel
NETFLIX TXN,Entertainment
NETFLIX TXN,Entertainment
HOTSTAR UPI,Entertainment
KSRTC UPI,Travel
SPOTIFY KOCHI,Entertainment
PUMA #1234,Shopping
BURGER KING,Food
SHELL PETROL POS,Fuel
BANK CHARGE BANGALORE,Others
NIKE STORE INDIA,Shopping
LAB TEST INDIA,Healthcare
RAPIDO ONLINE,Travel
MOBILE RECHARGE BANGALORE,Bills
MONTHLY SALARY UPI,Salary
APOLLO PHARMACY TXN,Healthcare
UBER TRIP TXN,Travel
BANK CHARGE KOCHI,Others
BANK CHARGE PAYMENT,Others
HOTSTAR STORE,Entertainment
PPF PAYMENT,Investment
ATM WITHDRAWAL,Others
INDIAN OIL,Fuel
CAFE COFFEE DAY #1234,Food
NPS BANGALORE,Investment
AMAZON PRIME TXN,Entertainment
SWIGGY ORDER,Food
ELECTRICITY BILL PAYMENT,Bills
ZOMATO PAYMENT POS,Food
BHARAT PETROLEUM POS,Fuel
CASH WITHDRAWAL STORE,Others
APOLLO PHARMACY BANGALORE,Healthcare
WATER BILL KOCHI,Bills
FLIGHT BOOKING UPI,Travel
CAFE COFFEE DAY,Food
MONTHLY SALARY STORE,Salary
SUBWAY ONLINE,Food
MCDONALDS INDIA,Food
YOUTUBE PREMIUM #1234,Entertainment
BONUS CREDIT PAYMENT,Salary
STOCK PURCHASE STORE,Investment
DOMINOS PIZZA,Food
AMAZON PAY ONLINE,Shopping
CAFE COFFEE DAY ONLINE,Food
KFC INDIA,Food
NPS ONLINE,Investment
BONUS CREDIT INDIA,Salary
HP PETROL ONLINE,Fuel
CHEQUE PAYMENT INDIA,Others
MUTUAL FUND SIP,Investment
MUTUAL FUND SIP #1234,Investment
ZOMATO PAYMENT ONLINE,Food
PUMA #1234,Shopping
AMAZON PAY UPI,Shopping
APOLLO PHARMACY BANGALORE,Healthcare
HP PETROL,Fuel
METRO RECHARGE,Travel
AIRTEL BANGALORE,Bills
SHELL PETROL STORE,Fuel
SALARY CREDIT ONLINE,Salary
MONTHLY SALARY STORE,Salary
METRO RECHARGE TXN,Travel
NETFLIX ONLINE,Entertainment
SPOTIFY BANGALORE,Entertainment
SHELL PETROL ONLINE,Fuel
ELECTRICITY BILL STORE,Bills
BHARAT PETROLEUM PAYMENT,Fuel
KFC INDIA,Food
BOOKMYSHOW,Entertainment
PUMA TXN,Shopping
SHELL PETROL STORE,Fuel
PUMA #1234,Shopping
KSRTC UPI,Travel
WATER BILL BANGALORE,Bills
UBER TRIP #1234,Travel
SWIGGY ORDER ONLINE,Food
MYNTRA PAYMENT,Shopping
MOBILE RECHARGE INDIA,Bills
BONUS CREDIT #1234,Salary
DOMINOS PIZZA INDIA,Food
AMAZON PAY BANGALORE,Shopping
METRO RECHARGE STORE,Travel
SUBWAY,Food
MOBILE RECHARGE TXN,Bills
UBER TRIP PAYMENT,Travel
YOUTUBE PREMIUM POS,Entertainment
OLA CAB PAYMENT,Travel
MOBILE RECHARGE #1234,Bills
HOTSTAR PAYMENT,Entertainment
ATM WITHDRAWAL STORE,Others
PPF BANGALORE,Investment
SUBWAY,Food
LAB TEST TXN,Healthcare
AJIO INDIA,Shopping
HP PETROL TXN,Fuel
SALARY CREDIT PAYMENT,Salary
ZOMATO PAYMENT UPI,Food
HOSPITAL POS,Healthcare
METRO RECHARGE KOCHI,Travel
BONUS CREDIT ONLINE,Salary
MONTHLY SALARY BANGALORE,Salary
BANK CHARGE STORE,Others
DENTAL CLINIC PAYMENT,Healthcare
INDIAN OIL INDIA,Fuel
MUTUAL FUND SIP #1234,Investment
SUBWAY STORE,Food
MOBILE RECHARGE INDIA,Bills
ELECTRICITY BILL #1234,Bills
PUMA,Shopping
INDIAN OIL BANGALORE,Fuel
BHARAT PETROLEUM POS,Fuel
HOTSTAR #1234,Entertainment
ELECTRICITY BILL UPI,Bills
MEDICAL STORE BANGALORE,Healthcare
ATM WITHDRAWAL #1234,Others
NETFLIX TXN,Entertainment
APOLLO PHARMACY KOCHI,Healthcare
LAB TEST ONLINE,Healthcare
SHELL PETROL ONLINE,Fuel
MEDICAL STORE PAYMENT,Healthcare
AMAZON PRIME PAYMENT,Entertainment
HOTSTAR BANGALORE,Entertainment
MUTUAL FUND SIP POS,Investment
SWIGGY ORDER BANGALORE,Food
BANK CHARGE ONLINE,Others
CHEQUE PAYMENT #1234,Others
BUS TICKET KOCHI,Travel
MONTHLY SALARY TXN,Salary
FLIPKART STORE,Shopping
STOCK PURCHASE STORE,Investment
JIO RECHARGE TXN,Bills
LAB TEST,Healthcare
MONTHLY SALARY TXN,Salary
BANK CHARGE #1234,Others
MOBILE RECHARGE UPI,Bills
CASH WITHDRAWAL PAYMENT,Others
MONTHLY SALARY INDIA,Salary
MONTHLY SALARY TXN,Salary
HP PETROL ONLINE,Fuel
JIO RECHARGE KOCHI,Bills
CHEQUE PAYMENT #1234,Others
IRCTC,Travel
NETFLIX TXN,Entertainment
BHARAT PETROLEUM PAYMENT,Fuel
NPS BANGALORE,Investment
SALARY CREDIT INDIA,Salary
SALARY CREDIT,Salary
CROMA ONLINE,Shopping
BANK CHARGE TXN,Others
CASH WITHDRAWAL TXN,Others
APOLLO PHARMACY BANGALORE,Healthcare
FLIPKART ONLINE,Shopping
WATER BILL BANGALORE,Bills
METRO RECHARGE STORE,Travel
MONTHLY SALARY,Salary
NIKE STORE,Shopping
SPOTIFY INDIA,Entertainment
STOCK PURCHASE #1234,Investment
STOCK PURCHASE ONLINE,Investment
CHEQUE PAYMENT,Others
APOLLO PHARMACY BANGALORE,Healthcare
HOSPITAL BANGALORE,Healthcare
PUMA STORE,Shopping
HOSPITAL UPI,Healthcare
BONUS CREDIT BANGALORE,Salary
JIO RECHARGE BANGALORE,Bills
BOOKMYSHOW ONLINE,Entertainment
IRCTC BANGALORE,Travel
AIRTEL,Bills
BANK CHARGE ONLINE,Others
HOSPITAL INDIA,Healthcare
FLIGHT BOOKING POS,Travel
KSRTC UPI,Travel
KFC INDIA ONLINE,Food
DENTAL CLINIC POS,Healthcare
BHARAT PETROLEUM UPI,Fuel
MOBILE RECHARGE POS,Bills
MEDICAL STORE STORE,Healthcare
HOSPITAL INDIA,Healthcare
CASH WITHDRAWAL INDIA,Others
PPF TXN,Investment
BROADBAND BILL TXN,Bills
KFC INDIA ONLINE,Food
AMAZON PRIME ONLINE,Entertainment
DOMINOS PIZZA STORE,Food
LAB TEST ONLINE,Healthcare
CROMA POS,Shopping
HP PETROL POS,Fuel
PIZZA HUT TXN,Food
MYNTRA TXN,Shopping
FLIGHT BOOKING ONLINE,Travel
MCDONALDS INDIA,Food
HOTSTAR PAYMENT,Entertainment
WATER BILL INDIA,Bills
HP PETROL POS,Fuel
JIO RECHARGE #1234,Bills
BOOKMYSHOW KOCHI,Entertainment
FLIGHT BOOKING UPI,Travel
STARBUCKS KOCHI,Food
HP PETROL #1234,Fuel
MONTHLY SALARY INDIA,Salary
SWIGGY ORDER KOCHI,Food
BONUS CREDIT KOCHI,Salary
INDIAN OIL UPI,Fuel
MEDICAL STORE,Healthcare
BANK CHARGE POS,Others
CAFE COFFEE DAY BANGALORE,Food
MEDICAL STORE STORE,Healthcare
AIRTEL ONLINE,Bills
ELECTRICITY BILL INDIA,Bills
KFC INDIA INDIA,Food
CHEQUE PAYMENT STORE,Others
HOSPITAL INDIA,Healthcare
BANK CHARGE STORE,Others
FLIPKART STORE,Shopping
SPOTIFY STORE,Entertainment
SPOTIFY POS,Entertainment
BONUS CREDIT ONLINE,Salary
BONUS CREDIT STORE,Salary
CHEQUE PAYMENT BANGALORE,Others
STOCK PURCHASE INDIA,Investment
CHEQUE PAYMENT POS,Others
IRCTC PAYMENT,Travel
RELIANCE DIGITAL ONLINE,Shopping
DENTAL CLINIC BANGALORE,Healthcare
METRO RECHARGE KOCHI,Travel
INDIAN OIL PAYMENT,Fuel
CHEQUE PAYMENT ONLINE,Others
MOBILE RECHARGE UPI,Bills
SUBWAY BANGALORE,Food
BROADBAND BILL #1234,Bills
AMAZON PRIME UPI,Entertainment
APOLLO PHARMACY UPI,Healthcare
UBER TRIP TXN,Travel
STOCK PURCHASE,Investment
KFC INDIA TXN,Food
APOLLO PHARMACY INDIA,Healthcare
PPF BANGALORE,Investment
SPOTIFY ONLINE,Entertainment
RELIANCE DIGITAL,Shopping
ELECTRICITY BILL TXN,Bills
OLA CAB BANGALORE,Travel
AJIO UPI,Shopping
BHARAT PETROLEUM PAYMENT,Fuel
BONUS CREDIT TXN,Salary
CAFE COFFEE DAY TXN,Food
BOOKMYSHOW INDIA,Entertainment
MONTHLY SALARY,Salary
YOUTUBE PREMIUM TXN,Entertainment
STOCK PURCHASE TXN,Investment
RAPIDO TXN,Travel
PUMA #1234,Shopping
HOSPITAL TXN,Healthcare
AJIO TXN,Shopping
SALARY CREDIT ONLINE,Salary
DENTAL CLINIC PAYMENT,Healthcare
MONTHLY SALARY ONLINE,Salary
BUS TICKET UPI,Travel
MOBILE RECHARGE #1234,Bills
ELECTRICITY BILL #1234,Bills
HOTSTAR BANGALORE,Entertainment
INDIAN OIL #1234,Fuel
CROMA UPI,Shopping
HOTSTAR TXN,Entertainment
KFC INDIA KOCHI,Food
DOMINOS PIZZA #1234,Food
APOLLO PHARMACY INDIA,Healthcare
DENTAL CLINIC STORE,Healthcare
CAFE COFFEE DAY KOCHI,Food
RELIANCE DIGITAL INDIA,Shopping
HP PETROL UPI,Fuel
HOSPITAL ONLINE,Healthcare
MUTUAL FUND SIP UPI,Investment
SPOTIFY INDIA,Entertainment
ELECTRICITY BILL TXN,Bills
BONUS CREDIT #1234,Salary
BANK CHARGE ONLINE,Others
LAB TEST TXN,Healthcare
BUS TICKET STORE,Travel
APOLLO PHARMACY ONLINE,Healthcare
MONTHLY SALARY POS,Salary
MYNTRA,Shopping
MEDICAL STORE PAYMENT,Healthcare
MYNTRA INDIA,Shopping
BHARAT PETROLEUM,Fuel
BHARAT PETROLEUM INDIA,Fuel
ZOMATO PAYMENT INDIA,Food
LAB TEST ONLINE,Healthcare
MOBILE RECHARGE,Bills
AMAZON PRIME,Entertainment
JIO RECHARGE BANGALORE,Bills
APOLLO PHARMACY STORE,Healthcare
CAFE COFFEE DAY BANGALORE,Food
RAPIDO KOCHI,Travel
BONUS CREDIT TXN,Salary
AIRTEL UPI,Bills
BROADBAND BILL UPI,Bills
STOCK PURCHASE KOCHI,Investment
SALARY CREDIT KOCHI,Salary
PPF,Investment
BUS TICKET #1234,Travel
LAB TEST POS,Healthcare
APOLLO PHARMACY KOCHI,Healthcare
CHEQUE PAYMENT STORE,Others
PPF PAYMENT,Investment
STOCK PURCHASE BANGALORE,Investment
YOUTUBE PREMIUM,Entertainment
BHARAT PETROLEUM POS,Fuel
PUMA TXN,Shopping
RAPIDO BANGALORE,Travel
METRO RECHARGE UPI,Travel
SALARY CREDIT KOCHI,Salary
STOCK PURCHASE BANGALORE,Investment
MUTUAL FUND SIP POS,Investment
PUMA UPI,Shopping
HP PETROL INDIA,Fuel
SUBWAY TXN,Food
CHEQUE PAYMENT INDIA,Others
ATM WITHDRAWAL PAYMENT,Others
BHARAT PETROLEUM KOCHI,Fuel
RAPIDO POS,Travel
ZERODHA PAYMENT,Investment
HOSPITAL ONLINE,Healthcare
AMAZON PRIME KOCHI,Entertainment
BANK CHARGE KOCHI,Others
MONTHLY SALARY BANGALORE,Salary
AMAZON PRIME POS,Entertainment
AIRTEL KOCHI,Bills
ELECTRICITY BILL BANGALORE,Bills
CHEQUE PAYMENT,Others
ELECTRICITY BILL #1234,Bills
SPOTIFY STORE,Entertainment
IRCTC INDIA,Travel
HP PETROL INDIA,Fuel
AIRTEL STORE,Bills
SHELL PETROL ONLINE,Fuel
AIRTEL ONLINE,Bills
MUTUAL FUND SIP STORE,Investment
MYNTRA TXN,Shopping
CASH WITHDRAWAL POS,Others
INDIAN OIL KOCHI,Fuel
BANK CHARGE,Others
HP PETROL KOCHI,Fuel
NETFLIX,Entertainment
METRO RECHARGE STORE,Travel
AMAZON PRIME STORE,Entertainment
PUMA STORE,Shopping
HOTSTAR TXN,Entertainment
YOUTUBE PREMIUM BANGALORE,Entertainment
MYNTRA STORE,Shopping
SPOTIFY KOCHI,Entertainment
DENTAL CLINIC TXN,Healthcare
MOBILE RECHARGE POS,Bills
HOTSTAR ONLINE,Entertainment
MOBILE RECHARGE,Bills
MUTUAL FUND SIP TXN,Investment
HOSPITAL POS,Healthcare
LAB TEST PAYMENT,Healthcare
INDIAN OIL,Fuel
PUMA ONLINE,Shopping
DENTAL CLINIC BANGALORE,Healthcare
STOCK PURCHASE POS,Investment
BUS TICKET KOCHI,Travel
MONTHLY SALARY PAYMENT,Salary
INDIAN OIL STORE,Fuel
JIO RECHARGE BANGALORE,Bills
MYNTRA UPI,Shopping
ZERODHA PAYMENT,Investment
STARBUCKS,Food
SUBWAY INDIA,Food
STOCK PURCHASE STORE,Investment
MYNTRA INDIA,Shopping
BHARAT PETROLEUM ONLINE,Fuel
LAB TEST INDIA,Healthcare
CAFE COFFEE DAY,Food
NPS UPI,Investment
AMAZON PRIME,Entertainment
BROADBAND BILL,Bills
SALARY CREDIT KOCHI,Salary
CHEQUE PAYMENT PAYMENT,Others
BONUS CREDIT ONLINE,Salary
BONUS CREDIT BANGALORE,Salary
NIKE STORE BANGALORE,Shopping
CAFE COFFEE DAY POS,Food
HP PETROL STORE,Fuel
IRCTC POS,Travel
WATER BILL INDIA,Bills
MYNTRA,Shopping
BONUS CREDIT STORE,Salary
JIO RECHARGE ONLINE,Bills
SHELL PETROL #1234,Fuel
LAB TEST #1234,Healthcare
PPF UPI,Investment
PIZZA HUT TXN,Food
AIRTEL KOCHI,Bills
BONUS CREDIT,Salary
FLIGHT BOOKING BANGALORE,Travel
HP PETROL POS,Fuel
FLIGHT BOOKING PAYMENT,Travel
JIO RECHARGE POS,Bills
CAFE COFFEE DAY ONLINE,Food
DENTAL CLINIC UPI,Healthcare
SPOTIFY #1234,Entertainment
IRCTC #1234,Travel
ATM WITHDRAWAL UPI,Others
MEDICAL STORE PAYMENT,Healthcare
SALARY CREDIT ONLINE,Salary
MONTHLY SALARY PAYMENT,Salary
BHARAT PETROLEUM INDIA,Fuel
DENTAL CLINIC INDIA,Healthcare
METRO RECHARGE INDIA,Travel
YOUTUBE PREMIUM INDIA,Entertainment
LAB TEST #1234,Healthcare
INDIAN OIL TXN,Fuel
BHARAT PETROLEUM UPI,Fuel
NPS,Investment
AMAZON PAY PAYMENT,Shopping
SALARY CREDIT POS,Salary
NPS,Investment
ATM WITHDRAWAL STORE,Others
INDIAN OIL,Fuel
HP PETROL KOCHI,Fuel
BONUS CREDIT ONLINE,Salary
BHARAT PETROLEUM UPI,Fuel
MONTHLY SALARY,Salary
LAB TEST UPI,Healthcare
MOBILE RECHARGE #1234,Bills
DOMINOS PIZZA INDIA,Food
SHELL PETROL BANGALORE,Fuel
WATER BILL POS,Bills
ELECTRICITY BILL INDIA,Bills
SALARY CREDIT BANGALORE,Salary
STOCK PURCHASE ONLINE,Investment
INDIAN OIL KOCHI,Fuel
UBER TRIP,Travel
DOMINOS PIZZA INDIA,Food
DOMINOS PIZZA POS,Food
APOLLO PHARMACY #1234,Healthcare
ATM WITHDRAWAL BANGALORE,Others
ELECTRICITY BILL KOCHI,Bills
HOTSTAR POS,Entertainment
IRCTC KOCHI,Travel
NPS STORE,Investment
OLA CAB ONLINE,Travel
SUBWAY #1234,Food
CAFE COFFEE DAY STORE,Food
HP PETROL BANGALORE,Fuel
WATER BILL,Bills
MOBILE RECHARGE PAYMENT,Bills
BURGER KING INDIA,Food
MONTHLY SALARY TXN,Salary
KFC INDIA PAYMENT,Food
BUS TICKET ONLINE,Travel
SPOTIFY PAYMENT,Entertainment
CASH WITHDRAWAL KOCHI,Others
SHELL PETROL POS,Fuel
ELECTRICITY BILL ONLINE,Bills
HP PETROL STORE,Fuel
AIRTEL INDIA,Bills
SHELL PETROL #1234,Fuel
SUBWAY ONLINE,Food
UBER TRIP PAYMENT,Travel
APOLLO PHARMACY INDIA,Healthcare
AMAZON PRIME INDIA,Entertainment
BONUS CREDIT KOCHI,Salary
STOCK PURCHASE,Investment
UBER TRIP,Travel
BONUS CREDIT #1234,Salary
NIKE STORE #1234,Shopping
BONUS CREDIT INDIA,Salary
HP PETROL TXN,Fuel
BONUS CREDIT POS,Salary
PIZZA HUT UPI,Food
RELIANCE DIGITAL #1234,Shopping
MEDICAL STORE ONLINE,Healthcare
BROADBAND BILL INDIA,Bills
SPOTIFY KOCHI,Entertainment
APOLLO PHARMACY INDIA,Healthcare
RELIANCE DIGITAL STORE,Shopping
BURGER KING TXN,Food
MONTHLY SALARY TXN,Salary
BANK CHARGE UPI,Others
STOCK PURCHASE INDIA,Investment
APOLLO PHARMACY UPI,Healthcare
METRO RECHARGE POS,Travel
CAFE COFFEE DAY STORE,Food
ATM WITHDRAWAL ONLINE,Others
AIRTEL POS,Bills
METRO RECHARGE KOCHI,Travel
BOOKMYSHOW BANGALORE,Entertainment
CASH WITHDRAWAL TXN,Others
MONTHLY SALARY BANGALORE,Salary
BUS TICKET,Travel
BROADBAND BILL ONLINE,Bills
SPOTIFY STORE,Entertainment
ZERODHA UPI,Investment
WATER BILL INDIA,Bills
HP PETROL STORE,Fuel
ZOMATO PAYMENT #1234,Food
CHEQUE PAYMENT,Others
HOTSTAR BANGALORE,Entertainment
MOBILE RECHARGE POS,Bills
SUBWAY UPI,Food
IRCTC POS,Travel
STOCK PURCHASE PAYMENT,Investment
SWIGGY ORDER TXN,Food
ZERODHA STORE,Investment
HP PETROL POS,Fuel
YOUTUBE PREMIUM ONLINE,Entertainment
MONTHLY SALARY UPI,Salary
BONUS CREDIT INDIA,Salary
BOOKMYSHOW,Entertainment
BONUS CREDIT STORE,Salary
CHEQUE PAYMENT #1234,Others
MYNTRA,Shopping
OLA CAB UPI,Travel
FLIGHT BOOKING,Travel
SALARY CREDIT STORE,Salary
ELECTRICITY BILL ONLINE,Bills
CAFE COFFEE DAY KOCHI,Food
MONTHLY SALARY BANGALORE,Salary
BURGER KING #1234,Food
BROADBAND BILL,Bills
CASH WITHDRAWAL KOCHI,Others
HOSPITAL UPI,Healthcare
CHEQUE PAYMENT PAYMENT,Others
APOLLO PHARMACY POS,Healthcare
HOTSTAR BANGALORE,Entertainment
SPOTIFY TXN,Entertainment
AIRTEL TXN,Bills
KFC INDIA INDIA,Food
DENTAL CLINIC ONLINE,Healthcare
DENTAL CLINIC #1234,Healthcare
LAB TEST,Healthcare
PUMA UPI,Shopping
BONUS CREDIT POS,Salary
CHEQUE PAYMENT POS,Others
LAB TEST BANGALORE,Healthcare
SALARY CREDIT KOCHI,Salary
BONUS CREDIT POS,Salary
NPS,Investment
ELECTRICITY BILL TXN,Bills
NPS ONLINE,Investment
SALARY CREDIT INDIA,Salary
HP PETROL BANGALORE,Fuel
DENTAL CLINIC ONLINE,Healthcare
METRO RECHARGE TXN,Travel
DENTAL CLINIC POS,Healthcare
HP PETROL STORE,Fuel
HOTSTAR PAYMENT,Entertainment
JIO RECHARGE PAYMENT,Bills
AMAZON PAY PAYMENT,Shopping
METRO RECHARGE ONLINE,Travel
AIRTEL KOCHI,Bills
LAB TEST INDIA,Healthcare
FLIGHT BOOKING KOCHI,Travel
BUS TICKET BANGALORE,Travel
SWIGGY ORDER KOCHI,Food
SHELL PETROL PAYMENT,Fuel
AMAZON PAY INDIA,Shopping
MUTUAL FUND SIP INDIA,Investment
BOOKMYSHOW,Entertainment
JIO RECHARGE PAYMENT,Bills
BHARAT PETROLEUM TXN,Fuel
INDIAN OIL KOCHI,Fuel
MONTHLY SALARY PAYMENT,Salary
CHEQUE PAYMENT,Others
MEDICAL STORE ONLINE,Healthcare
ZERODHA BANGALORE,Investment
MONTHLY SALARY BANGALORE,Salary
NETFLIX #1234,Entertainment
SALARY CREDIT STORE,Salary
MONTHLY SALARY BANGALORE,Salary
LAB TEST TXN,Healthcare
SHELL PETROL STORE,Fuel
PPF POS,Investment
SALARY CREDIT INDIA,Salary
MEDICAL STORE PAYMENT,Healthcare
ATM WITHDRAWAL,Others
SPOTIFY UPI,Entertainment
BONUS CREDIT KOCHI,Salary
SPOTIFY ONLINE,Entertainment
PUMA STORE,Shopping
HOTSTAR TXN,Entertainment
NETFLIX UPI,Entertainment
ATM WITHDRAWAL BANGALORE,Others
AMAZON PRIME STORE,Entertainment
NETFLIX TXN,Entertainment
NETFLIX STORE,Entertainment
MEDICAL STORE TXN,Healthcare
STOCK PURCHASE INDIA,Investment
MONTHLY SALARY BANGALORE,Salary
AMAZON PRIME BANGALORE,Entertainment
BOOKMYSHOW,Entertainment
NPS INDIA,Investment
IRCTC INDIA,Travel
YOUTUBE PREMIUM STORE,Entertainment
ZERODHA KOCHI,Investment
ATM WITHDRAWAL STORE,Others
BONUS CREDIT POS,Salary
DOMINOS PIZZA ONLINE,Food
HOSPITAL POS,Healthcare
JIO RECHARGE STORE,Bills
MEDICAL STORE KOCHI,Healthcare
HOSPITAL BANGALORE,Healthcare
LAB TEST INDIA,Healthcare
SHELL PETROL INDIA,Fuel
MONTHLY SALARY INDIA,Salary
KSRTC INDIA,Travel
MUTUAL FUND SIP POS,Investment
OLA CAB,Travel
AMAZON PRIME BANGALORE,Entertainment
BONUS CREDIT #1234,Salary
CAFE COFFEE DAY STORE,Food
AIRTEL PAYMENT,Bills
BANK CHARGE BANGALORE,Others
RAPIDO KOCHI,Travel
SPOTIFY,Entertainment
FLIGHT BOOKING #1234,Travel
JIO RECHARGE BANGALORE,Bills
SHELL PETROL KOCHI,Fuel
APOLLO PHARMACY #1234,Healthcare
MCDONALDS POS,Food
PPF #1234,Investment
SALARY CREDIT,Salary
KFC INDIA #1234,Food
MOBILE RECHARGE STORE,Bills
FLIPKART PAYMENT,Shopping
NIKE STORE STORE,Shopping
CHEQUE PAYMENT INDIA,Others
HOSPITAL #1234,Healthcare
NETFLIX BANGALORE,Entertainment
CASH WITHDRAWAL ONLINE,Others
HOSPITAL UPI,Healthcare
SALARY CREDIT POS,Salary
SHELL PETROL,Fuel
MONTHLY SALARY KOCHI,Salary
CHEQUE PAYMENT POS,Others
AIRTEL,Bills
AMAZON PRIME STORE,Entertainment
MOBILE RECHARGE INDIA,Bills
KFC INDIA BANGALORE,Food
HOSPITAL UPI,Healthcare
STOCK PURCHASE PAYMENT,Investment
BONUS CREDIT ONLINE,Salary
AMAZON PAY TXN,Shopping
BOOKMYSHOW KOCHI,Entertainment
SWIGGY ORDER TXN,Food
KSRTC PAYMENT,Travel
MONTHLY SALARY TXN,Salary
CASH WITHDRAWAL POS,Others
NETFLIX KOCHI,Entertainment
BHARAT PETROLEUM ONLINE,Fuel
ZERODHA,Investment
SALARY CREDIT ONLINE,Salary
IRCTC ONLINE,Travel
BONUS CREDIT UPI,Salary
SHELL PETROL KOCHI,Fuel
PPF POS,Investment
BHARAT PETROLEUM TXN,Fuel
NETFLIX STORE,Entertainment
HP PETROL,Fuel
KSRTC #1234,Travel
FLIGHT BOOKING,Travel
APOLLO PHARMACY KOCHI,Healthcare
ATM WITHDRAWAL KOCHI,Others
BOOKMYSHOW #1234,Entertainment
SALARY CREDIT,Salary
MONTHLY SALARY PAYMENT,Salary
ATM WITHDRAWAL POS,Others
MUTUAL FUND SIP BANGALORE,Investment
JIO RECHARGE POS,Bills
RELIANCE DIGITAL POS,Shopping
SHELL PETROL KOCHI,Fuel
WATER BILL UPI,Bills
KSRTC ONLINE,Travel
BROADBAND BILL INDIA,Bills
STOCK PURCHASE BANGALORE,Investment
AJIO BANGALORE,Shopping
BHARAT PETROLEUM KOCHI,Fuel
BHARAT PETROLEUM,Fuel
BANK CHARGE UPI,Others
SALARY CREDIT STORE,Salary
SPOTIFY,Entertainment
STARBUCKS INDIA,Food
DENTAL CLINIC STORE,Healthcare
OLA CAB,Travel
HOTSTAR INDIA,Entertainment
AMAZON PRIME POS,Entertainment
SHELL PETROL,Fuel
BONUS CREDIT,Salary
CHEQUE PAYMENT #1234,Others
LAB TEST #1234,Healthcare
STOCK PURCHASE BANGALORE,Investment
CASH WITHDRAWAL KOCHI,Others
UBER TRIP STORE,Travel
BURGER KING STORE,Food
BURGER KING KOCHI,Food
CROMA POS,Shopping
UBER TRIP UPI,Travel
BHARAT PETROLEUM #1234,Fuel
RAPIDO TXN,Travel
HOTSTAR PAYMENT,Entertainment
BROADBAND BILL UPI,Bills
SALARY CREDIT UPI,Salary
SHELL PETROL PAYMENT,Fuel
IRCTC BANGALORE,Travel
BANK CHARGE PAYMENT,Others
CHEQUE PAYMENT UPI,Others
APOLLO PHARMACY POS,Healthcare
INDIAN OIL TXN,Fuel
ATM WITHDRAWAL,Others
MYNTRA,Shopping
KFC INDIA #1234,Food
BANK CHARGE ONLINE,Others
SHELL PETROL STORE,Fuel
ELECTRICITY BILL PAYMENT,Bills
BANK CHARGE ONLINE,Others
BUS TICKET POS,Travel
SPOTIFY PAYMENT,Entertainment
MONTHLY SALARY INDIA,Salary
MOBILE RECHARGE TXN,Bills
HOTSTAR,Entertainment
RAPIDO ONLINE,Travel
RELIANCE DIGITAL ONLINE,Shopping
BONUS CREDIT KOCHI,Salary
STOCK PURCHASE TXN,Investment
STARBUCKS PAYMENT,Food
SALARY CREDIT,Salary
APOLLO PHARMACY ONLINE,Healthcare
BOOKMYSHOW UPI,Entertainment
CASH WITHDRAWAL #1234,Others
AIRTEL BANGALORE,Bills
UBER TRIP KOCHI,Travel
BOOKMYSHOW POS,Entertainment
PUMA POS,Shopping
RELIANCE DIGITAL TXN,Shopping
AMAZON PAY UPI,Shopping
YOUTUBE PREMIUM POS,Entertainment
SHELL PETROL UPI,Fuel
KFC INDIA PAYMENT,Food
HP PETROL POS,Fuel
CAFE COFFEE DAY TXN,Food
BONUS CREDIT #1234,Salary
CASH WITHDRAWAL BANGALORE,Others
OLA CAB POS,Travel
CAFE COFFEE DAY #1234,Food
MUTUAL FUND SIP KOCHI,Investment
MUTUAL FUND SIP,Investment
BONUS CREDIT POS,Salary
BONUS CREDIT STORE,Salary
SALARY CREDIT STORE,Salary
ELECTRICITY BILL UPI,Bills
SALARY CREDIT STORE,Salary
SWIGGY ORDER POS,Food
NIKE STORE PAYMENT,Shopping
BOOKMYSHOW,Entertainment
BUS TICKET STORE,Travel
NETFLIX POS,Entertainment
BONUS CREDIT UPI,Salary
FLIGHT BOOKING BANGALORE,Travel
NETFLIX TXN,Entertainment
YOUTUBE PREMIUM ONLINE,Entertainment
PPF KOCHI,Investment
BUS TICKET,Travel
HOSPITAL,Healthcare
DENTAL CLINIC #1234,Healthcare
MOBILE RECHARGE PAYMENT,Bills
CASH WITHDRAWAL BANGALORE,Others
MOBILE RECHARGE INDIA,Bills
INDIAN OIL KOCHI,Fuel
NIKE STORE UPI,Shopping
JIO RECHARGE POS,Bills
MOBILE RECHARGE PAYMENT,Bills
DENTAL CLINIC STORE,Healthcare
STOCK PURCHASE TXN,Investment
HOSPITAL UPI,Healthcare
NPS INDIA,Investment
RAPIDO,Travel
MEDICAL STORE INDIA,Healthcare
MOBILE RECHARGE POS,Bills
BOOKMYSHOW TXN,Entertainment
KFC INDIA TXN,Food
APOLLO PHARMACY PAYMENT,Healthcare
CROMA ONLINE,Shopping
AMAZON PAY INDIA,Shopping
MONTHLY SALARY PAYMENT,Salary
